Age,Age_Group,Attrition,Attrition_Flag,Department,JobRole,JobLevel,BusinessTravel,Gender,MaritalStatus,EducationField,Education,MonthlyIncome,Income_Band,PercentSalaryHike,StockOptionLevel,JobSatisfaction,JobSatisfaction_Label,EnvironmentSatisfaction,RelationshipSatisfaction,JobInvolvement,WorkLifeBalance,OverTime,DistanceFromHome,YearsAtCompany,Tenure_Group,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TotalWorkingYears,NumCompaniesWorked,PerformanceRating,TrainingTimesLastYear
34,2. Age 25-34,No,0,Research & Development,Manager,3,Travel_Rarely,Female,Single,Medical,3,11631,4. Above $10K,12,0,1,1 - Low,3,4,2,3,No,5,11,5. 10+ Years,10,5,8,14,2,3,6
36,3. Age 35-44,No,0,Sales,Sales Executive,3,Travel_Frequently,Female,Married,Technical Degree,2,9738,3. $6K-$10K,14,1,4,4 - Very High,2,3,3,3,No,11,9,4. 5-10 Years,7,2,8,10,0,3,6
36,3. Age 35-44,No,0,Research & Development,Laboratory Technician,1,Travel_Rarely,Female,Divorced,Life Sciences,2,2835,1. Under $3K,22,1,4,4 - Very High,1,1,3,3,No,3,1,1. 0-1 Years,0,0,0,7,5,4,2
43,3. Age 35-44,No,0,Sales,Manager,4,Travel_Frequently,Male,Married,Life Sciences,2,16959,4. Above $10K,12,2,4,4 - Very High,3,4,3,4,Yes,26,25,5. 10+ Years,12,4,12,25,1,3,3
30,2. Age 25-34,No,0,Research & Development,Research Scientist,1,Travel_Frequently,Male,Divorced,Life Sciences,3,2613,1. Under $3K,25,3,3,3 - High,1,3,1,2,No,23,10,4. 5-10 Years,7,0,9,10,1,4,2
33,2. Age 25-34,No,0,Sales,Sales Executive,2,Non-Travel,Male,Married,Marketing,2,6146,3. $6K-$10K,13,1,2,2 - Medium,3,1,3,4,No,22,7,4. 5-10 Years,7,0,7,8,0,3,2
56,5. Age 55+,Yes,1,Research & Development,Research Scientist,1,Travel_Rarely,Female,Married,Life Sciences,4,4963,2. $3K-$6K,18,3,2,2 - Medium,2,1,3,3,Yes,14,5,3. 3-5 Years,4,4,3,7,9,3,2
51,4. Age 45-54,No,0,Research & Development,Research Director,5,Travel_Rarely,Male,Single,Life Sciences,3,19537,4. Above $10K,13,0,3,3 - High,1,3,3,3,No,6,20,5. 10+ Years,18,15,15,23,7,3,5
31,2. Age 25-34,Yes,1,Sales,Sales Executive,2,Travel_Rarely,Male,Married,Life Sciences,4,6172,3. $6K-$10K,18,0,3,3 - High,2,2,1,2,Yes,6,7,4. 5-10 Years,7,7,7,12,4,3,3
26,2. Age 25-34,No,0,Research & Development,Research Scientist,1,Travel_Rarely,Female,Married,Other,3,2368,1. Under $3K,19,0,2,2 - Medium,3,3,2,2,No,6,5,3. 3-5 Years,4,4,3,5,1,3,3
58,5. Age 55+,Yes,1,Research & Development,Healthcare Representative,3,Travel_Rarely,Female,Married,Medical,4,10312,4. Above $10K,12,1,4,4 - Very High,4,4,3,2,No,23,40,5. 10+ Years,10,15,6,40,1,3,3
19,1. Under 25,Yes,1,Sales,Sales Representative,1,Travel_Rarely,Male,Single,Marketing,1,1675,1. Under $3K,19,0,3,3 - High,4,4,3,2,Yes,22,0,1. 0-1 Years,0,0,0,0,1,3,2
22,1. Under 25,No,0,Research & Development,Laboratory Technician,1,Travel_Rarely,Male,Married,Technical Degree,1,2523,1. Under $3K,14,1,4,4 - Very High,3,3,3,3,No,2,2,2. 1-3 Years,1,2,1,3,0,3,2
49,4. Age 45-54,No,0,Research & Development,Manufacturing Director,2,Travel_Rarely,Female,Married,Medical,4,6567,3. $6K-$10K,14,0,1,1 - Low,3,3,3,2,No,20,15,5. 10+ Years,11,5,11,16,1,3,2
43,3. Age 35-44,No,0,Research & Development,Research Scientist,1,Travel_Frequently,Female,Single,Medical,3,4739,2. $3K-$6K,12,0,3,3 - High,2,4,4,3,No,28,3,2. 1-3 Years,2,1,2,18,4,3,2
50,4. Age 45-54,No,0,Sales,Sales Executive,3,Travel_Frequently,Female,Single,Marketing,3,9208,3. $6K-$10K,11,0,4,4 - Very High,3,4,3,3,No,12,2,2. 1-3 Years,2,2,1,16,4,3,3
31,2. Age 25-34,Yes,1,Sales,Sales Executive,2,Travel_Rarely,Female,Married,Life Sciences,3,4559,2. $3K-$6K,11,1,3,3 - High,2,3,1,3,Yes,20,2,2. 1-3 Years,2,2,2,4,3,3,2
41,3. Age 35-44,No,0,Sales,Sales Executive,3,Travel_Rarely,Male,Divorced,Life Sciences,1,8189,3. $6K-$10K,13,1,3,3 - High,3,3,3,3,Yes,9,9,4. 5-10 Years,7,0,7,12,3,3,2
26,2. Age 25-34,No,0,Human Resources,Human Resources,1,Travel_Rarely,Female,Married,Life Sciences,1,2942,1. Under $3K,23,1,3,3 - High,3,4,3,3,No,25,8,4. 5-10 Years,7,5,7,8,1,4,3
36,3. Age 35-44,No,0,Research & Development,Manufacturing Director,2,Travel_Rarely,Male,Divorced,Medical,2,4941,2. $3K-$6K,20,2,2,2 - Medium,2,4,3,3,No,6,3,2. 1-3 Years,2,0,1,7,6,4,0
51,4. Age 45-54,Yes,1,Research & Development,Manufacturing Director,3,Travel_Frequently,Male,Single,Life Sciences,4,10650,4. Above $10K,15,0,4,4 - Very High,1,4,1,3,No,8,4,3. 3-5 Years,2,0,3,18,2,3,2
39,3. Age 35-44,No,0,Sales,Sales Executive,2,Travel_Rarely,Female,Married,Life Sciences,4,5902,2. $3K-$6K,14,1,3,3 - High,4,3,2,4,No,4,15,5. 10+ Years,11,5,9,17,4,3,1
25,2. Age 25-34,No,0,Sales,Sales Executive,2,Travel_Rarely,Male,Married,Life Sciences,3,8639,3. $6K-$10K,18,0,3,3 - High,1,4,2,3,No,28,2,2. 1-3 Years,2,2,2,6,2,3,3
30,2. Age 25-34,No,0,Human Resources,Human Resources,2,Travel_Rarely,Male,Married,Human Resources,3,6347,3. $6K-$10K,19,0,4,4 - Very High,3,4,3,1,Yes,9,11,5. 10+ Years,9,4,7,12,0,3,2
32,2. Age 25-34,Yes,1,Research & Development,Laboratory Technician,1,Travel_Rarely,Female,Single,Medical,3,4200,2. $3K-$6K,22,0,1,1 - Low,1,1,3,4,No,9,5,3. 3-5 Years,4,0,4,10,7,4,2
45,4. Age 45-54,No,0,Research & Development,Research Scientist,1,Travel_Rarely,Male,Single,Medical,3,3452,2. $3K-$6K,13,0,4,4 - Very High,3,2,3,2,No,29,6,4. 5-10 Years,5,0,3,9,5,3,2
38,3. Age 35-44,No,0,Research & Development,Research Scientist,2,Travel_Rarely,Female,Single,Technical Degree,5,4317,2. $3K-$6K,20,0,3,3 - High,4,2,3,3,Yes,3,3,2. 1-3 Years,2,2,2,19,3,4,2
30,2. Age 25-34,No,0,Research & Development,Research Scientist,1,Travel_Rarely,Female,Single,Life Sciences,3,2632,1. Under $3K,14,0,3,3 - High,1,3,3,2,No,18,5,3. 3-5 Years,4,0,4,5,1,3,4
32,2. Age 25-34,No,0,Sales,Sales Executive,2,Travel_Frequently,Male,Divorced,Medical,2,4668,2. $3K-$6K,17,3,4,4 - Very High,4,4,1,4,No,9,8,4. 5-10 Years,7,0,7,9,0,3,2
30,2. Age 25-34,No,0,Research & Development,Research Scientist,1,Travel_Rarely,Female,Divorced,Technical Degree,3,3204,2. $3K-$6K,14,1,1,1 - Low,4,4,3,3,No,5,3,2. 1-3 Years,2,2,2,8,5,3,3
30,2. Age 25-34,No,0,Research & Development,Laboratory Technician,1,Travel_Rarely,Male,Single,Medical,1,2720,1. Under $3K,13,0,4,4 - Very High,2,4,2,3,No,2,5,3. 3-5 Years,3,1,2,6,0,3,3
41,3. Age 35-44,No,0,Research & Development,Manager,4,Travel_Frequently,Male,Divorced,Life Sciences,3,17181,4. Above $10K,13,1,1,1 - Low,4,2,2,2,No,10,7,4. 5-10 Years,6,7,7,21,4,3,2
41,3. Age 35-44,No,0,Research & Development,Laboratory Technician,1,Travel_Rarely,Male,Married,Life Sciences,4,2238,1. Under $3K,21,1,1,1 - Low,3,4,3,3,No,9,5,3. 3-5 Years,0,1,4,7,2,4,2
19,1. Under 25,No,0,Research & Development,Laboratory Technician,1,Travel_Rarely,Female,Single,Medical,1,1483,1. Under $3K,14,0,2,2 - Medium,2,4,3,3,No,3,1,1. 0-1 Years,0,0,0,1,1,3,3
40,3. Age 35-44,No,0,Research & Development,Research Scientist,2,Travel_Frequently,Female,Divorced,Medical,3,5605,2. $3K-$6K,11,1,2,2 - Medium,2,1,3,3,No,26,20,5. 10+ Years,7,2,13,20,1,3,2
35,3. Age 35-44,No,0,Sales,Sales Executive,3,Travel_Rarely,Male,Married,Marketing,5,7295,3. $6K-$10K,13,2,2,2 - Medium,3,1,3,3,No,1,10,4. 5-10 Years,8,0,6,10,1,3,3
53,4. Age 45-54,No,0,Sales,Sales Representative,2,Travel_Rarely,Male,Married,Marketing,2,2306,1. Under $3K,20,1,3,3 - High,2,4,3,1,Yes,6,7,4. 5-10 Years,7,4,5,13,2,4,3
45,4. Age 45-54,No,0,Research & Development,Laboratory Technician,2,Travel_Rarely,Male,Divorced,Life Sciences,3,2348,1. Under $3K,18,1,2,2 - Medium,2,3,3,1,No,9,17,5. 10+ Years,9,0,15,20,8,3,2
32,2. Age 25-34,No,0,Sales,Sales Executive,3,Travel_Frequently,Female,Single,Marketing,3,8998,3. $6K-$10K,14,0,4,4 - Very High,2,4,3,3,No,8,9,4. 5-10 Years,8,3,7,9,1,3,2
29,2. Age 25-34,No,0,Research & Development,Manufacturing Director,2,Non-Travel,Male,Married,Technical Degree,1,4319,2. $3K-$6K,13,1,3,3 - High,4,1,3,3,No,1,10,4. 5-10 Years,7,0,9,10,1,3,1
51,4. Age 45-54,No,0,Research & Development,Manufacturing Director,2,Travel_Rarely,Male,Married,Medical,4,6132,3. $6K-$10K,17,0,3,3 - High,2,3,2,3,No,7,1,1. 0-1 Years,0,0,0,10,2,3,2
58,5. Age 55+,No,0,Research & Development,Research Scientist,1,Travel_Rarely,Female,Married,Medical,3,3346,2. $3K-$6K,20,1,2,2 - Medium,2,2,2,2,Yes,9,1,1. 0-1 Years,0,0,0,9,4,4,3
40,3. Age 35-44,No,0,Sales,Sales Executive,3,Travel_Rarely,Male,Married,Marketing,4,10855,4. Above $10K,11,1,4,4 - Very High,3,1,2,2,No,4,12,5. 10+ Years,11,2,11,15,7,3,2
34,2. Age 25-34,No,0,Sales,Sales Representative,1,Travel_Frequently,Female,Married,Marketing,4,2231,1. Under $3K,18,1,3,3 - High,3,4,3,3,No,2,4,3. 3-5 Years,3,1,2,6,6,3,3
22,1. Under 25,No,0,Research & Development,Research Scientist,1,Travel_Rarely,Male,Married,Medical,1,2323,1. Under $3K,24,2,4,4 - Very High,3,1,3,3,No,19,2,2. 1-3 Years,2,2,2,2,1,4,6
27,2. Age 25-34,No,0,Research & Development,Research Scientist,1,Non-Travel,Male,Divorced,Medical,3,2024,1. Under $3K,18,1,2,2 - Medium,4,4,3,1,No,9,2,2. 1-3 Years,2,2,2,6,6,3,1
28,2. Age 25-34,No,0,Research & Development,Research Scientist,1,Travel_Rarely,Male,Married,Medical,3,2713,1. Under $3K,11,1,4,4 - Very High,3,3,3,1,No,21,5,3. 3-5 Years,2,0,2,5,1,3,2
57,5. Age 55+,No,0,Research & Development,Healthcare Representative,3,Travel_Rarely,Male,Divorced,Life Sciences,2,9439,3. $6K-$10K,16,1,4,4 - Very High,3,2,4,1,Yes,24,5,3. 3-5 Years,3,1,4,12,3,3,2
27,2. Age 25-34,No,0,Research & Development,Research Scientist,1,Non-Travel,Male,Divorced,Medical,3,2566,1. Under $3K,15,1,3,3 - High,3,4,2,2,Yes,3,1,1. 0-1 Years,1,0,1,1,1,3,2
50,4. Age 45-54,No,0,Research & Development,Manager,5,Travel_Rarely,Female,Single,Life Sciences,3,19926,4. Above $10K,15,0,2,2 - Medium,3,2,3,3,No,11,5,3. 3-5 Years,4,4,4,21,3,3,5
41,3. Age 35-44,No,0,Research & Development,Research Scientist,1,Travel_Rarely,Male,Divorced,Life Sciences,3,2451,1. Under $3K,12,1,3,3 - High,1,1,3,3,No,14,9,4. 5-10 Years,8,1,8,13,4,3,2
30,2. Age 25-34,No,0,Sales,Sales Executive,3,Travel_Rarely,Female,Married,Life Sciences,3,9419,3. $6K-$10K,12,1,4,4 - Very High,2,3,3,3,No,5,10,4. 5-10 Years,9,7,4,12,2,3,2
38,3. Age 35-44,No,0,Sales,Sales Executive,2,Travel_Rarely,Female,Single,Life Sciences,4,8686,3. $6K-$10K,22,0,4,4 - Very High,1,3,2,4,No,1,8,4. 5-10 Years,3,0,7,12,4,4,2
32,2. Age 25-34,No,0,Research & Development,Research Scientist,1,Travel_Rarely,Male,Single,Life Sciences,5,3038,2. $3K-$6K,20,0,3,3 - High,3,1,3,3,No,6,5,3. 3-5 Years,4,1,4,8,3,4,2
27,2. Age 25-34,No,0,Research & Development,Research Scientist,1,Travel_Rarely,Male,Married,Technical Degree,3,3058,2. $3K-$6K,16,1,2,2 - Medium,3,4,3,2,Yes,17,5,3. 3-5 Years,2,1,1,6,0,3,3
19,1. Under 25,Yes,1,Sales,Sales Representative,1,Travel_Frequently,Female,Single,Technical Degree,1,2325,1. Under $3K,21,0,1,1 - Low,3,1,1,4,No,1,0,1. 0-1 Years,0,0,0,1,0,4,5
36,3. Age 35-44,No,0,Research & Development,Laboratory Technician,1,Travel_Frequently,Male,Single,Medical,2,2088,1. Under $3K,12,0,2,2 - Medium,4,3,3,2,No,3,8,4. 5-10 Years,7,7,2,13,4,3,3
30,2. Age 25-34,No,0,Research & Development,Laboratory Technician,2,Non-Travel,Male,Divorced,Medical,3,3072,2. $3K-$6K,11,2,1,1 - Low,3,3,3,3,No,9,12,5. 10+ Years,9,6,10,12,1,3,4
45,4. Age 45-54,No,0,Sales,Sales Executive,2,Travel_Rarely,Female,Divorced,Life Sciences,2,5006,2. $3K-$6K,11,1,1,1 - Low,3,1,3,4,Yes,4,5,3. 3-5 Years,4,0,3,9,4,3,3
56,5. Age 55+,No,0,Research & Development,Research Scientist,1,Travel_Rarely,Female,Divorced,Life Sciences,3,4257,2. $3K-$6K,18,1,1,1 - Low,3,3,3,3,Yes,8,2,2. 1-3 Years,2,2,2,19,4,3,3
33,2. Age 25-34,No,0,Research & Development,Research Scientist,1,Travel_Rarely,Male,Single,Life Sciences,3,2500,1. Under $3K,14,0,4,4 - Very High,3,1,3,4,No,2,3,2. 1-3 Years,1,0,2,4,0,3,2
19,1. Under 25,Yes,1,Research & Development,Laboratory Technician,1,Travel_Rarely,Male,Single,Life Sciences,3,1102,1. Under $3K,22,0,4,4 - Very High,2,3,2,2,No,2,1,1. 0-1 Years,0,1,0,1,1,4,3
46,4. Age 45-54,No,0,Sales,Sales Executive,3,Travel_Rarely,Female,Divorced,Marketing,2,10453,4. Above $10K,25,3,1,1 - Low,2,3,3,3,No,1,24,5. 10+ Years,13,15,7,24,1,4,2
38,3. Age 35-44,No,0,Research & Development,Laboratory Technician,1,Travel_Rarely,Female,Single,Life Sciences,2,2288,1. Under $3K,12,0,4,4 - Very High,3,3,3,3,No,9,2,2. 1-3 Years,2,2,1,2,1,3,3
31,2. Age 25-34,No,0,Research & Development,Research Scientist,1,Travel_Rarely,Female,Married,Medical,1,3929,2. $3K-$6K,23,1,4,4 - Very High,3,3,3,3,Yes,12,4,3. 3-5 Years,2,0,2,7,8,4,0
34,2. Age 25-34,No,0,Research & Development,Research Scientist,1,Travel_Rarely,Female,Single,Medical,2,2311,1. Under $3K,15,0,2,2 - Medium,4,4,3,3,No,27,3,2. 1-3 Years,2,1,2,9,2,3,3
41,3. Age 35-44,Yes,1,Sales,Sales Representative,1,Travel_Rarely,Female,Single,Marketing,2,3140,2. $3K-$6K,22,0,2,2 - Medium,2,4,3,2,Yes,20,4,3. 3-5 Years,3,0,2,4,1,4,5
50,4. Age 45-54,No,0,Research & Development,Laboratory Technician,1,Travel_Rarely,Male,Married,Medical,3,3690,2. $3K-$6K,15,1,3,3 - High,3,4,2,2,No,1,3,2. 1-3 Years,2,0,2,5,2,3,2
53,4. Age 45-54,No,0,Research & Development,Manufacturing Director,2,Travel_Rarely,Female,Divorced,Medical,2,4450,2. $3K-$6K,11,2,1,1 - Low,4,3,4,3,No,13,4,3. 3-5 Years,2,1,3,5,1,3,3
33,2. Age 25-34,No,0,Research & Development,Research Scientist,1,Travel_Rarely,Female,Married,Medical,3,2756,1. Under $3K,13,1,2,2 - Medium,4,4,3,3,No,14,8,4. 5-10 Years,7,1,6,8,1,3,5
40,3. Age 35-44,No,0,Research & Development,Manager,5,Travel_Rarely,Female,Married,Medical,1,19033,4. Above $10K,14,1,3,3 - High,4,2,3,3,No,4,20,5. 10+ Years,8,9,9,21,1,3,2
55,5. Age 55+,No,0,Research & Development,Research Director,5,Travel_Rarely,Male,Single,Medical,4,18722,4. Above $10K,11,0,2,2 - Medium,3,4,4,3,No,14,24,5. 10+ Years,15,2,15,36,8,3,3
34,2. Age 25-34,No,0,Research & Development,Manufacturing Director,2,Travel_Frequently,Male,Married,Life Sciences,1,9547,3. $6K-$10K,17,0,3,3 - High,4,3,2,2,No,2,10,4. 5-10 Years,9,1,9,10,1,3,2
51,4. Age 45-54,No,0,Research & Development,Healthcare Representative,4,Travel_Rarely,Female,Single,Medical,3,13734,4. Above $10K,18,0,2,2 - Medium,4,3,3,3,No,3,7,4. 5-10 Years,7,1,0,21,3,3,6
52,4. Age 45-54,No,0,Research & Development,Manager,5,Travel_Rarely,Male,Married,Life Sciences,4,19999,4. Above $10K,14,1,3,3 - High,3,1,2,3,No,1,33,5. 10+ Years,18,11,9,34,0,3,5
27,2. Age 25-34,No,0,Research & Development,Research Scientist,1,Travel_Rarely,Female,Single,Medical,3,2279,1. Under $3K,16,0,2,2 - Medium,4,4,3,2,No,9,7,4. 5-10 Years,7,0,3,7,1,3,2
35,3. Age 35-44,Yes,1,Research & Development,Manufacturing Director,2,Travel_Rarely,Male,Married,Life Sciences,2,5916,2. $3K-$6K,13,0,3,3 - High,2,1,2,3,Yes,23,1,1. 0-1 Years,0,0,1,8,3,3,1
43,3. Age 35-44,No,0,Research & Development,Research Scientist,1,Non-Travel,Male,Divorced,Medical,3,2089,1. Under $3K,14,3,4,4 - Very High,4,4,4,4,No,7,5,3. 3-5 Years,4,2,2,7,4,3,3
45,4. Age 45-54,No,0,Research & Development,Manager,4,Non-Travel,Male,Married,Medical,2,16792,4. Above $10K,23,1,4,4 - Very High,1,4,2,3,No,2,20,5. 10+ Years,8,11,8,22,9,4,1
37,3. Age 35-44,No,0,Research & Development,Research Scientist,1,Travel_Rarely,Male,Married,Life Sciences,3,3564,2. $3K-$6K,12,1,1,1 - Low,2,1,4,2,Yes,21,8,4. 5-10 Years,7,1,7,8,1,3,3
35,3. Age 35-44,No,0,Research & Development,Laboratory Technician,2,Travel_Frequently,Female,Single,Medical,3,4425,2. $3K-$6K,11,0,2,2 - Medium,2,4,3,3,No,2,6,4. 5-10 Years,2,1,2,10,5,3,5
42,3. Age 35-44,No,0,Research & Development,Manufacturing Director,2,Non-Travel,Female,Divorced,Medical,2,5265,2. $3K-$6K,16,1,3,3 - High,3,2,3,3,No,21,5,3. 3-5 Years,3,0,2,11,2,3,5
38,3. Age 35-44,No,0,Research & Development,Manufacturing Director,2,Travel_Rarely,Male,Married,Life Sciences,4,6553,3. $6K-$10K,14,0,3,3 - High,4,2,3,3,No,2,1,1. 0-1 Years,0,0,0,14,9,3,3
38,3. Age 35-44,No,0,Research & Development,Manufacturing Director,2,Travel_Rarely,Male,Married,Technical Degree,3,6261,3. $6K-$10K,18,1,4,4 - Very High,4,1,3,1,No,29,7,4. 5-10 Years,7,1,7,9,3,3,3
27,2. Age 25-34,No,0,Research & Development,Manufacturing Director,2,Travel_Frequently,Male,Married,Technical Degree,1,4298,2. $3K-$6K,19,1,1,1 - Low,3,3,2,3,No,1,2,2. 1-3 Years,2,2,0,6,5,3,1
49,4. Age 45-54,No,0,Research & Development,Manufacturing Director,2,Non-Travel,Male,Divorced,Life Sciences,4,6804,3. $6K-$10K,15,2,4,4 - Very High,4,1,3,3,Yes,18,7,4. 5-10 Years,7,1,7,7,1,3,0
34,2. Age 25-34,No,0,Research & Development,Research Scientist,1,Travel_Frequently,Male,Divorced,Medical,4,3815,2. $3K-$6K,17,1,3,3 - High,4,4,3,4,Yes,10,5,3. 3-5 Years,3,2,0,5,1,3,4
40,3. Age 35-44,No,0,Research & Development,Laboratory Technician,2,Travel_Rarely,Male,Married,Medical,2,2741,1. Under $3K,15,1,4,4 - Very High,3,3,3,4,Yes,19,7,4. 5-10 Years,2,3,7,15,8,3,2
38,3. Age 35-44,Yes,1,Research & Development,Healthcare Representative,2,Travel_Rarely,Male,Married,Medical,1,6673,3. $6K-$10K,19,0,1,1 - Low,2,2,3,3,Yes,29,1,1. 0-1 Years,0,0,0,17,7,3,2
29,2. Age 25-34,Yes,1,Sales,Sales Executive,3,Travel_Rarely,Female,Married,Marketing,3,7639,3. $6K-$10K,22,3,4,4 - Very High,2,4,3,2,No,27,10,4. 5-10 Years,4,1,9,10,1,4,3
22,1. Under 25,No,0,Research & Development,Research Scientist,1,Travel_Rarely,Male,Divorced,Life Sciences,3,2328,1. Under $3K,16,1,2,2 - Medium,4,1,4,2,Yes,5,4,3. 3-5 Years,2,2,2,4,1,3,2
36,3. Age 35-44,No,0,Research & Development,Laboratory Technician,1,Travel_Frequently,Female,Single,Medical,1,2153,1. Under $3K,13,0,4,4 - Very High,2,1,3,3,No,18,8,4. 5-10 Years,1,1,7,8,1,3,2
40,3. Age 35-44,No,0,Research & Development,Healthcare Representative,2,Non-Travel,Male,Married,Life Sciences,5,4876,2. $3K-$6K,14,1,4,4 - Very High,4,4,2,1,No,9,3,2. 1-3 Years,2,0,2,5,9,3,5
46,4. Age 45-54,No,0,Research & Development,Healthcare Representative,3,Travel_Rarely,Male,Divorced,Medical,4,9396,3. $6K-$10K,16,1,1,1 - Low,4,3,3,3,No,1,4,3. 3-5 Years,2,0,3,17,7,3,3
32,2. Age 25-34,Yes,1,Sales,Sales Executive,3,Travel_Rarely,Male,Married,Medical,4,10400,4. Above $10K,11,0,4,4 - Very High,4,3,1,2,No,4,14,5. 10+ Years,8,9,8,14,1,3,2
30,2. Age 25-34,No,0,Research & Development,Manufacturing Director,3,Non-Travel,Male,Single,Life Sciences,1,8474,3. $6K-$10K,22,0,3,3 - High,3,3,2,3,No,1,11,5. 10+ Years,8,5,8,12,1,4,2
27,2. Age 25-34,No,0,Sales,Sales Executive,2,Travel_Frequently,Female,Single,Life Sciences,3,9981,3. $6K-$10K,14,0,3,3 - High,4,4,3,3,No,20,7,4. 5-10 Years,7,0,7,7,1,3,2
51,4. Age 45-54,No,0,Research & Development,Research Director,3,Travel_Rarely,Male,Married,Life Sciences,4,12490,4. Above $10K,16,2,2,2 - Medium,2,4,2,1,No,8,10,4. 5-10 Years,9,4,7,16,5,3,5
30,2. Age 25-34,Yes,1,Research & Development,Research Scientist,1,Travel_Rarely,Female,Single,Technical Degree,3,2657,1. Under $3K,11,0,1,1 - Low,4,3,3,3,Yes,3,5,3. 3-5 Years,2,0,4,8,5,3,5
41,3. Age 35-44,No,0,Sales,Manager,3,Travel_Rarely,Female,Single,Life Sciences,3,13591,4. Above $10K,18,0,4,4 - Very High,4,3,3,3,Yes,6,1,1. 0-1 Years,0,0,0,16,3,3,3
30,2. Age 25-34,Yes,1,Sales,Sales Executive,2,Travel_Frequently,Female,Single,Marketing,4,6696,3. $6K-$10K,15,0,1,1 - Low,3,3,2,2,No,26,6,4. 5-10 Years,3,0,1,9,5,3,5
29,2. Age 25-34,Yes,1,Research & Development,Research Scientist,1,Travel_Rarely,Male,Single,Technical Degree,3,2058,1. Under $3K,14,0,3,3 - High,3,4,3,2,No,1,6,4. 5-10 Years,2,1,5,7,0,3,1
45,4. Age 45-54,No,0,Sales,Sales Executive,3,Non-Travel,Female,Single,Medical,3,8865,3. $6K-$10K,12,0,4,4 - Very High,4,4,2,3,No,6,19,5. 10+ Years,7,12,8,23,6,3,2
54,4. Age 45-54,No,0,Sales,Sales Executive,2,Travel_Rarely,Female,Married,Marketing,3,5940,2. $3K-$6K,14,1,1,1 - Low,4,4,3,3,No,3,6,4. 5-10 Years,2,0,5,16,2,3,4
36,3. Age 35-44,No,0,Research & Development,Laboratory Technician,2,Travel_Rarely,Male,Single,Life Sciences,2,5914,2. $3K-$6K,16,0,2,2 - Medium,4,4,3,4,No,5,13,5. 10+ Years,11,3,7,16,8,3,3
33,2. Age 25-34,No,0,Research & Development,Research Scientist,1,Travel_Rarely,Female,Married,Medical,4,2622,1. Under $3K,21,0,2,2 - Medium,3,4,2,3,No,4,3,2. 1-3 Years,2,1,1,7,6,4,3
37,3. Age 35-44,No,0,Research & Development,Research Director,3,Travel_Frequently,Male,Divorced,Other,3,12185,4. Above $10K,14,3,4,4 - Very High,2,3,3,3,Yes,11,10,4. 5-10 Years,8,0,7,10,1,3,1
38,3. Age 35-44,No,0,Sales,Sales Executive,3,Travel_Rarely,Male,Divorced,Life Sciences,3,10609,4. Above $10K,12,2,3,3 - High,1,3,3,2,No,3,16,5. 10+ Years,10,5,13,17,0,3,6
31,2. Age 25-34,No,0,Research & Development,Manufacturing Director,2,Non-Travel,Male,Married,Medical,4,4345,2. $3K-$6K,12,1,3,3 - High,3,4,1,3,No,1,5,3. 3-5 Years,4,1,4,6,0,3,2
59,5. Age 55+,No,0,Research & Development,Research Scientist,1,Travel_Rarely,Male,Married,Life Sciences,3,2177,1. Under $3K,17,1,4,4 - Very High,3,1,2,3,No,3,1,1. 0-1 Years,0,0,0,7,3,3,6
37,3. Age 35-44,No,0,Sales,Sales Representative,1,Travel_Frequently,Male,Divorced,Marketing,4,2793,1. Under $3K,17,1,4,4 - Very High,1,3,3,3,No,4,9,4. 5-10 Years,8,5,8,13,4,3,2
29,2. Age 25-34,No,0,Sales,Sales Executive,3,Travel_Frequently,Female,Married,Medical,1,7918,3. $6K-$10K,14,1,4,4 - Very High,2,4,3,3,No,1,11,5. 10+ Years,10,4,1,11,1,3,5
35,3. Age 35-44,No,0,Sales,Sales Executive,3,Travel_Frequently,Female,Single,Marketing,3,8789,3. $6K-$10K,14,0,3,3 - High,3,1,3,4,No,1,10,4. 5-10 Years,7,0,8,10,1,3,3
29,2. Age 25-34,Yes,1,Research & Development,Research Scientist,1,Travel_Rarely,Male,Single,Medical,1,2389,1. Under $3K,13,0,4,4 - Very High,3,3,2,2,Yes,18,4,3. 3-5 Years,3,0,1,4,1,3,3
52,4. Age 45-54,No,0,Research & Development,Laboratory Technician,1,Travel_Rarely,Female,Single,Life Sciences,3,3212,2. $3K-$6K,15,0,4,4 - Very High,3,2,2,2,No,2,2,2. 1-3 Years,2,2,2,6,7,3,3
42,3. Age 35-44,No,0,Research & Development,Manager,5,Travel_Rarely,Male,Married,Technical Degree,2,19232,4. Above $10K,11,0,4,4 - Very High,3,4,3,3,No,4,22,5. 10+ Years,17,11,15,22,1,3,3
59,5. Age 55+,No,0,Human Resources,Human Resources,1,Travel_Rarely,Male,Married,Medical,2,2267,1. Under $3K,17,0,3,3 - High,2,4,3,2,No,6,2,2. 1-3 Years,2,2,2,7,8,3,2
50,4. Age 45-54,No,0,Sales,Manager,5,Travel_Rarely,Female,Divorced,Medical,4,19517,4. Above $10K,11,1,4,4 - Very High,4,3,3,2,No,1,7,4. 5-10 Years,0,0,6,32,3,3,3
33,2. Age 25-34,Yes,1,Research & Development,Laboratory Technician,1,Travel_Rarely,Male,Married,Medical,3,2436,1. Under $3K,13,1,4,4 - Very High,3,3,3,1,Yes,14,5,3. 3-5 Years,4,0,4,8,5,3,2
